# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 15 06:53:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-434 b,Kepler-434,1,1,Transit,2015,0,12.87470990,0.00000500,-0.00000500,0,0.114300,0.003000,-0.003000,0,908.96000,111.24000,-111.24000,0,2.86000,0.35000,-0.35000,0,1.20,0.09,-0.09,0,1222.5400000,32.4300000,-32.4300000,14.4900000,0.0920000,-0.0920000,14.4999000,0.0002680,-0.0002680
Kepler-435 b,Kepler-435,1,1,Transit,2015,0,8.60015360,0.00000180,-0.00000180,0,0.094800,0.001800,-0.001800,0,266.97000,47.67000,-47.67000,0,0.84000,0.15000,-0.15000,0,1.54,0.09,-0.09,0,1418.7700000,35.3700000,-35.3700000,13.7040000,0.1140000,-0.1140000,13.6040000,0.0002680,-0.0002680
Kepler-436 b,Kepler-436,1,2,Transit,2015,0,64.00205000,0.00072000,-0.00072000,0,0.339000,0.134000,-0.053000,0,7.90000,,,0,0.02490,,,0,0.73,0.03,-0.03,0,588.8670000,15.6870000,-14.9070000,15.9710000,0.1150000,-0.1150000,15.8616000,0.0007120,-0.0007120
Kepler-436 c,Kepler-436,1,2,Transit,2016,0,16.79713874,0.00008561,-0.00008561,0,0.115800,,,0,6.04000,,,0,0.01900,,,0,0.75,0.04,-0.04,0,588.8670000,15.6870000,-14.9070000,15.9710000,0.1150000,-0.1150000,15.8616000,0.0007120,-0.0007120
Kepler-437 b,Kepler-437,1,1,Transit,2015,0,66.65062000,0.00033000,-0.00032000,0,0.288000,0.066000,-0.040000,0,5.22000,,,0,0.01640,,,0,0.71,0.03,-0.03,0,304.0000000,8.1240000,-8.8980000,14.6280000,0.2170000,-0.2170000,14.3622000,0.0014370,-0.0014370
Kepler-438 b,Kepler-438,1,1,Transit,2015,0,35.23319000,0.00025000,-0.00029000,0,0.166000,0.051000,-0.042000,0,1.46000,,,0,0.00459,,,0,0.54,0.04,-0.06,0,195.9428717,4.7289453,-4.7289453,15.1040000,0.2520000,-0.2520000,14.4852000,0.0012580,-0.0012580
Kepler-439 b,Kepler-439,1,1,Transit,2015,0,178.13960000,0.00160000,-0.00180000,0,0.563000,0.165000,-0.080000,0,5.65000,,,0,0.01780,,,0,0.88,0.04,-0.04,0,757.0480000,11.4880000,-11.1550000,14.6540000,0.0690000,-0.0690000,14.5454000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,1,1,Transit,2011,0,3.24672930,0.00000300,-0.00000300,0,0.044600,0.001100,-0.001100,0,317.82000,31.78000,-31.78000,0,1.00000,0.10000,-0.10000,0,1.12,0.08,-0.08,0,1188.0000000,32.6450000,-32.6450000,14.8030000,0.1370000,-0.1370000,14.6901000,0.0002840,-0.0002840
Kepler-440 b,Kepler-440,1,1,Transit,2015,0,101.11141000,0.00087000,-0.00068000,0,0.242000,0.066000,-0.041000,0,4.12000,,,0,0.01300,,,0,0.57,0.04,-0.05,0,301.0300000,2.2780000,-2.2780000,15.6370000,0.1720000,-0.1720000,15.1058000,0.0003800,-0.0003800
Kepler-441 b,Kepler-441,1,1,Transit,2015,0,207.24820000,0.00220000,-0.00200000,0,0.640000,0.320000,-0.130000,0,3.33000,,,0,0.01050,,,0,0.57,0.05,-0.05,0,268.0030000,1.8075000,-1.8075000,15.5670000,0.1600000,-0.1600000,15.1350000,0.0004090,-0.0004090
Kepler-442 b,Kepler-442,1,1,Transit,2015,0,112.30530000,0.00240000,-0.00280000,0,0.409000,0.209000,-0.060000,0,2.36000,,,0,0.00742,,,0,0.61,0.03,-0.03,0,365.9650000,2.7630000,-2.7240000,15.3220000,0.0570000,-0.0570000,14.9304000,0.0002870,-0.0002870
Kepler-443 b,Kepler-443,1,1,Transit,2015,0,177.66930000,0.00310000,-0.00300000,0,0.495000,0.186000,-0.075000,0,6.04000,,,0,0.01900,,,0,0.74,0.03,-0.03,0,802.2710000,23.2600000,-22.0070000,16.2070000,0.0350000,-0.0350000,15.9005000,0.0005840,-0.0005840
Kepler-444 b,Kepler-444,3,5,Transit,2015,0,3.60010530,0.00000830,-0.00000800,0,0.041780,0.000790,-0.000790,0,0.03740,,,0,0.00012,,,0,0.76,0.04,-0.04,0,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,8.6432510,0.0003360,-0.0003360
Kepler-444 c,Kepler-444,3,5,Transit,2015,0,4.54588410,0.00000700,-0.00000710,0,0.048810,0.000930,-0.000930,0,0.07930,,,0,0.00025,,,0,0.76,0.04,-0.04,0,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,8.6432510,0.0003360,-0.0003360
Kepler-444 d,Kepler-444,3,5,Transit,2015,0,6.18939200,0.00001200,-0.00001200,0,0.060000,0.001100,-0.001100,0,0.20000,0.50000,-0.10000,0,0.00063,0.00157,-0.00031,0,0.76,0.04,-0.04,0,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,8.6432510,0.0003360,-0.0003360
Kepler-444 e,Kepler-444,3,5,Transit,2015,0,7.74349300,0.00001700,-0.00001600,0,0.069600,0.001300,-0.001300,0,0.10000,0.20000,-0.10000,0,0.00031,0.00063,-0.00031,0,0.76,0.04,-0.04,0,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,8.6432510,0.0003360,-0.0003360
Kepler-444 f,Kepler-444,3,5,Transit,2015,0,9.74048600,0.00001300,-0.00001300,0,0.081100,0.001500,-0.001500,0,0.33200,,,0,0.00104,,,0,0.76,0.04,-0.04,0,36.4396000,0.0395000,-0.0394000,8.8700000,0.0300000,-0.0300000,8.6432510,0.0003360,-0.0003360
Kepler-445 b,Kepler-445,1,3,Transit,2015,0,2.98415100,0.00001100,-0.00001100,0,0.021700,,,0,3.12000,,,0,0.00982,,,0,0.18,0.04,-0.04,0,127.2010000,0.9950000,-0.9950000,18.1900000,0.2000000,-0.2000000,16.7157000,0.0010830,-0.0010830
Kepler-445 c,Kepler-445,1,3,Transit,2015,0,4.87122900,0.00001100,-0.00001100,0,0.030100,,,0,6.85000,,,0,0.02150,,,0,0.18,0.04,-0.04,0,127.2010000,0.9950000,-0.9950000,18.1900000,0.2000000,-0.2000000,16.7157000,0.0010830,-0.0010830
Kepler-445 d,Kepler-445,1,3,Transit,2015,0,8.15275000,0.00040000,-0.00040000,0,0.043900,,,0,2.10000,,,0,0.00660,,,0,0.18,0.04,-0.04,0,127.2010000,0.9950000,-0.9950000,18.1900000,0.2000000,-0.2000000,16.7157000,0.0010830,-0.0010830
Kepler-446 b,Kepler-446,1,3,Transit,2015,0,1.56540900,0.00000330,-0.00000330,0,0.018200,,,0,2.86000,,,0,0.00899,,,0,0.22,0.05,-0.05,0,96.3390000,0.5141000,-0.5087000,17.5041000,0.0472000,-0.0472000,16.3101000,0.0007800,-0.0007800
Kepler-446 c,Kepler-446,1,3,Transit,2015,0,3.03617900,0.00000550,-0.00000550,0,0.028300,,,0,1.41000,,,0,0.00444,,,0,0.22,0.05,-0.05,0,96.3390000,0.5141000,-0.5087000,17.5041000,0.0472000,-0.0472000,16.3101000,0.0007800,-0.0007800
Kepler-446 d,Kepler-446,1,3,Transit,2015,0,5.14892100,0.00002200,-0.00002200,0,0.040300,,,0,2.39000,,,0,0.00752,,,0,0.22,0.05,-0.05,0,96.3390000,0.5141000,-0.5087000,17.5041000,0.0472000,-0.0472000,16.3101000,0.0007800,-0.0007800
Kepler-447 b,Kepler-447,1,1,Transit,2015,0,7.79430132,0.00000182,-0.00000182,0,0.076900,0.006200,-0.007900,0,435.41000,152.55000,-146.20000,0,1.37000,0.48000,-0.46000,0,1.00,0.21,-0.21,0,268.0410000,1.8480000,-1.8230000,12.5200000,0.0690000,-0.0690000,12.3795000,0.0005240,-0.0005240
Kepler-448 c,KOI-12,1,2,Transit Timing Variations,2017,0,2500.00000000,2400.00000000,-700.00000000,0,4.200000,2.400000,-0.900000,0,6992.26000,2224.81000,-1589.15000,0,22.00000,7.00000,-5.00000,0,1.50,0.10,-0.10,0,399.3980000,4.3960000,-4.3030000,11.5100000,0.0140000,-0.0140000,11.2535000,0.0005230,-0.0005230
Kepler-449 b,Kepler-449,1,2,Transit,2015,0,12.58242000,0.00027000,-0.00027000,0,0.102700,,,0,4.88000,,,0,0.01540,,,0,1.02,0.03,-0.04,0,241.9490000,,,11.4480000,0.0150000,-0.0150000,11.2263000,0.0005250,-0.0005250
Kepler-449 c,Kepler-449,1,2,Transit,2015,0,33.67270000,0.00100000,-0.00100000,0,0.197900,,,0,8.07000,,,0,0.02540,,,0,1.02,0.03,-0.04,0,241.9490000,,,11.4480000,0.0150000,-0.0150000,11.2263000,0.0005250,-0.0005250
Kepler-45 b,Kepler-45,1,1,Transit,2011,0,2.45523900,0.00000400,-0.00000400,0,0.030000,,,0,160.49700,28.60400,-28.60400,0,0.50500,0.09000,-0.09000,0,0.59,0.06,-0.06,0,381.9490000,6.3825000,-6.3825000,16.7440000,1.1330000,-1.1330000,15.9804000,0.0008940,-0.0008940
Kepler-450 b,Kepler-450,1,3,Transit,2015,0,28.45485100,0.00002500,-0.00002500,0,0.199300,,,0,19.40000,11.10000,-6.80000,0,0.06104,0.03492,-0.02140,0,1.19,0.20,-0.14,0,455.9820000,5.1890000,-5.0740000,11.9910000,0.0290000,-0.0290000,11.6525000,0.0006050,-0.0006050
Kepler-450 c,Kepler-450,1,3,Transit,2015,0,15.41313500,0.00008500,-0.00008500,0,0.132400,,,0,12.50000,3.20000,-2.60000,0,0.03933,0.01007,-0.00818,0,1.19,0.20,-0.14,0,455.9820000,5.1890000,-5.0740000,11.9910000,0.0290000,-0.0290000,11.6525000,0.0006050,-0.0006050
Kepler-450 d,Kepler-450,1,3,Transit,2015,0,7.51464000,0.00023000,-0.00023000,0,0.082000,,,0,17.60000,9.50000,-6.70000,0,0.05538,0.02989,-0.02108,0,1.19,0.20,-0.14,0,455.9820000,5.1890000,-5.0740000,11.9910000,0.0290000,-0.0290000,11.6525000,0.0006050,-0.0006050
Kepler-451 c,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,0,1460.00000000,90.00000000,-90.00000000,0,,,,,511.70374,44.49598,-44.49598,0,1.61000,0.14000,-0.14000,0,0.48,,,0,396.3320000,6.3885000,-6.3885000,12.6510000,0.2150000,-0.2150000,12.1376000,0.0036870,-0.0036870
Kepler-451 d,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,0,43.00000000,0.10000000,-0.10000000,0,,,,,559.37800,57.20911,-57.20911,0,1.76000,0.18000,-0.18000,0,0.48,,,0,396.3320000,6.3885000,-6.3885000,12.6510000,0.2150000,-0.2150000,12.1376000,0.0036870,-0.0036870
Kepler-452 b,Kepler-452,1,1,Transit,2015,1,384.84300000,0.00700000,-0.01200000,0,1.046000,0.019000,-0.015000,0,3.29000,,,0,0.01040,,,0,1.04,0.05,-0.05,0,551.7270000,5.2360000,-5.1410000,13.5400000,0.0800000,-0.0800000,13.4048000,0.0002350,-0.0002350
Kepler-453 b,Kepler-453,2,1,Transit,2015,0,240.50300000,0.05300000,-0.05300000,0,0.790300,0.002800,-0.002800,0,16.00000,,,1,0.05034,,,1,0.94,0.01,-0.01,0,442.8460000,2.7245000,-2.7245000,13.6720000,0.0920000,-0.0920000,13.5227000,0.0002230,-0.0002230
Kepler-454 b,Kepler-454,2,3,Transit,2015,0,10.57375340,0.00000780,-0.00000780,0,0.095280,0.001300,-0.000910,0,5.40000,1.40000,-1.40000,0,0.01699,0.00440,-0.00440,0,1.03,0.04,-0.03,0,230.8690000,1.3160000,-1.3010000,11.5670000,0.0210000,-0.0210000,11.4395000,0.0002760,-0.0002760
Kepler-454 c,Kepler-454,2,3,Radial Velocity,2015,0,524.19000000,0.20000000,-0.20000000,0,1.287000,0.017000,-0.017000,0,1433.40612,38.13941,-38.13941,0,4.51000,0.12000,-0.12000,0,1.03,0.04,-0.03,0,230.8690000,1.3160000,-1.3010000,11.5670000,0.0210000,-0.0210000,11.4395000,0.0002760,-0.0002760
Kepler-454 d,Kepler-454,2,3,Radial Velocity,2023,0,4073.00000000,399.00000000,-186.00000000,0,5.100000,0.340000,-0.190000,0,734.18362,85.81367,-50.85255,0,2.31000,0.27000,-0.16000,0,1.03,0.04,-0.03,0,230.8690000,1.3160000,-1.3010000,11.5670000,0.0210000,-0.0210000,11.4395000,0.0002760,-0.0002760
Kepler-457 d,KOI-7892,1,3,Transit,2021,0,10.69060040,,,0,0.099600,,,0,9.19000,,,0,0.02890,,,0,1.15,0.19,-0.16,0,1072.3000000,22.0250000,-22.0250000,14.4110000,0.1140000,-0.1140000,14.2165000,0.0002570,-0.0002570
Kepler-458 c,KIC 9663113,1,2,Transit,2016,0,20.74028413,0.00003350,-0.00003350,0,0.154000,,,0,16.40000,,,0,0.05160,,,0,1.15,,,0,1594.7400000,44.3350000,-44.3350000,14.0270000,0.1370000,-0.1370000,13.9075000,0.0002250,-0.0002250
Kepler-46 b,Kepler-46,1,3,Transit,2012,0,33.60134000,0.00021000,-0.00020000,0,0.196800,0.002900,-0.002800,0,1907.00000,,,1,6.00000,,,1,0.90,0.04,-0.04,0,777.0600000,17.2090000,-16.4930000,15.3120000,0.1140000,-0.1140000,15.2548000,0.0004330,-0.0004330
Kepler-46 c,Kepler-46,1,3,Transit Timing Variations,2012,0,57.01100000,0.05100000,-0.06100000,0,0.279900,0.004100,-0.004000,0,119.49900,6.67400,-6.03900,0,0.37600,0.02100,-0.01900,0,0.90,0.04,-0.04,0,777.0600000,17.2090000,-16.4930000,15.3120000,0.1140000,-0.1140000,15.2548000,0.0004330,-0.0004330
Kepler-46 d,Kepler-46,1,3,Transit,2014,0,6.76658900,0.00002200,-0.00002200,0,0.067000,,,0,3.33000,,,0,0.01050,,,0,0.92,0.03,-0.03,0,777.0600000,17.2090000,-16.4930000,15.3120000,0.1140000,-0.1140000,15.2548000,0.0004330,-0.0004330
Kepler-460 c,KIC 5437945,1,2,Transit,2016,0,220.13033570,0.00063890,-0.00063890,0,0.721100,,,0,26.10000,,,0,0.08210,,,0,1.17,0.15,-0.09,0,1274.0100000,27.9200000,-27.9200000,13.8340000,0.1140000,-0.1140000,13.7506000,0.0002900,-0.0002900
Kepler-461 b,Kepler-461,1,1,Transit,2016,0,8.31378306,0.00000766,-0.00000766,0,0.082100,,,0,7.18000,,,0,0.02260,,,0,0.98,0.02,-0.03,0,692.1580000,6.6570000,-6.5350000,13.4570000,0.1030000,-0.1030000,13.3335000,0.0004320,-0.0004320
Kepler-462 b,Kepler-462,1,2,Transit,2016,0,84.68660000,0.00070000,-0.00100000,0,0.417200,,,0,53.90000,104.60000,-23.80000,0,0.16959,0.32911,-0.07488,0,1.59,0.08,-0.08,0,596.6250000,10.8580000,-10.4840000,11.6320000,0.0160000,-0.0160000,11.6145000,0.0003360,-0.0003360
Kepler-462 c,Kepler-462,1,2,Transit,2020,0,207.62000000,0.03000000,-0.01000000,0,0.758400,,,0,6.00000,10.80000,-4.90000,0,0.01888,0.03398,-0.01542,0,1.59,0.08,-0.08,0,596.6250000,10.8580000,-10.4840000,11.6320000,0.0160000,-0.0160000,11.6145000,0.0003360,-0.0003360
Kepler-463 b,Kepler-463,1,1,Transit,2016,0,8.98101683,0.00000316,-0.00000316,0,0.078000,,,0,9.53000,,,0,0.03000,,,0,0.87,0.05,-0.05,0,394.8040000,3.5300000,-3.4700000,12.9990000,0.0800000,-0.0800000,12.8600000,0.0002300,-0.0002300
Kepler-464 b,Kepler-464,1,1,Transit,2016,0,7.25696522,0.00000577,-0.00000577,0,0.076500,,,0,10.90000,,,0,0.03430,,,0,1.21,0.07,-0.08,0,667.6040000,9.7210000,-9.4510000,12.7500000,0.0690000,-0.0690000,12.6717000,0.0001600,-0.0001600
Kepler-465 b,Kepler-465,1,1,Transit,2016,0,9.94067247,0.00000655,-0.00000655,0,0.095300,,,0,9.01000,,,0,0.02830,,,0,1.23,0.04,-0.03,0,553.0770000,6.9970000,-6.8270000,12.6510000,0.1940000,-0.1940000,12.5914000,0.0001890,-0.0001890
Kepler-466 b,Kepler-466,1,2,Transit,2016,0,51.07926307,0.00006345,-0.00006345,0,0.267100,,,0,8.50000,,,0,0.02670,,,0,1.04,0.04,-0.04,0,530.1220000,,,12.7990000,0.0570000,-0.0570000,12.7632000,0.0002400,-0.0002400
Kepler-466 c,Kepler-466,1,2,Transit,2016,0,3.70921385,0.00000632,-0.00000632,0,0.046500,,,0,2.10000,,,0,0.00660,,,0,1.04,0.04,-0.04,0,530.1220000,,,12.7990000,0.0570000,-0.0570000,12.7632000,0.0002400,-0.0002400
Kepler-467 b,Kepler-467,1,1,Transit,2016,0,24.99324193,0.00006498,-0.00006498,0,0.165100,,,0,5.69000,,,0,0.01790,,,0,1.05,0.03,-0.03,0,466.2650000,5.1090000,-5.0020000,12.4280000,0.0800000,-0.0800000,12.3590000,0.0001440,-0.0001440
Kepler-468 b,Kepler-468,1,1,Transit,2016,0,38.47875707,0.00000485,-0.00000485,0,0.221300,,,0,,,,,,,,,0.96,0.02,-0.03,0,442.8710000,2.9990000,-2.9990000,13.8520000,0.1260000,-0.1260000,13.7299000,0.0006980,-0.0006980
Kepler-47 b,Kepler-47,2,3,Transit,2012,0,49.46430000,0.00810000,-0.00740000,0,0.287700,0.001400,-0.001100,0,2.07000,23.70000,-2.07000,0,0.00651,0.07457,-0.00651,0,0.96,0.01,-0.02,0,1025.0200000,30.6445000,-30.6445000,15.3100000,0.1150000,-0.1150000,15.1626000,0.0006900,-0.0006900
Kepler-47 c,Kepler-47,2,3,Transit,2012,0,303.22700000,0.06200000,-0.02700000,0,0.963800,0.004100,-0.004400,0,3.17000,2.18000,-1.25000,0,0.00997,0.00686,-0.00393,0,0.96,0.01,-0.02,0,1025.0200000,30.6445000,-30.6445000,15.3100000,0.1150000,-0.1150000,15.1626000,0.0006900,-0.0006900
Kepler-47 d,Kepler-47,2,3,Transit,2019,0,187.36600000,0.06900000,-0.05100000,0,0.699200,0.003100,-0.003300,0,19.02000,23.84000,-11.67000,0,0.05984,0.07501,-0.03672,0,0.96,0.01,-0.02,0,1025.0200000,30.6445000,-30.6445000,15.3100000,0.1150000,-0.1150000,15.1626000,0.0006900,-0.0006900
Kepler-471 b,Kepler-471,1,1,Transit,2016,0,5.01423457,0.00000059,-0.00000059,0,0.062600,,,0,37000.00000,,,0,117.00000,,,0,1.49,0.22,-0.18,0,1249.4100000,24.0400000,-23.1800000,13.7670000,0.0690000,-0.0690000,13.7887000,0.0002320,-0.0002320
Kepler-472 b,Kepler-472,1,1,Transit,2016,0,4.17625551,0.00000184,-0.00000184,0,0.048300,,,0,10.50000,,,0,0.03290,,,0,0.85,0.03,-0.03,0,306.6020000,1.9060000,-1.9060000,13.8980000,0.1830000,-0.1830000,13.6698000,0.0002460,-0.0002460
Kepler-473 b,Kepler-473,1,1,Transit,2016,0,14.55731705,0.00001399,-0.00001399,0,0.118600,,,0,15.60000,,,0,0.04920,,,0,1.06,0.07,-0.06,0,905.9370000,12.3390000,-12.0170000,13.5480000,0.0920000,-0.0920000,13.3691000,0.0002060,-0.0002060
Kepler-474 b,Kepler-474,1,1,Transit,2016,0,5.66067294,0.00000373,-0.00000373,0,0.060600,,,0,9.59000,,,0,0.03020,,,0,0.99,0.05,-0.05,0,841.4960000,10.9990000,-10.9990000,13.6290000,0.0690000,-0.0690000,13.4689000,0.0002170,-0.0002170
Kepler-475 b,Kepler-475,1,1,Transit,2016,0,3.10550819,0.00000104,-0.00000104,0,0.039900,,,0,6.76000,,,0,0.02130,,,0,0.86,0.03,-0.03,0,280.0690000,1.1730000,-1.1620000,13.5120000,0.1030000,-0.1030000,13.3163000,0.0001980,-0.0001980
Kepler-476 b,Kepler-476,1,1,Transit,2016,0,14.00640607,0.00001794,-0.00001794,0,0.112600,,,0,9.69000,,,0,0.03050,,,0,1.03,0.05,-0.04,0,813.5350000,,,14.0180000,0.1140000,-0.1140000,13.8596000,0.0024800,-0.0024800
Kepler-477 b,Kepler-477,2,1,Transit,2016,0,11.11990653,0.00001160,-0.00001160,0,0.091100,,,0,4.94000,,,0,0.01550,,,0,0.87,0.03,-0.03,0,367.0000000,10.1550000,-11.2290000,13.8350000,0.1140000,-0.1140000,,,
Kepler-478 b,Kepler-478,1,1,Transit,2016,0,13.22175760,0.00001390,-0.00001390,0,0.103200,,,0,7.80000,,,0,0.02450,,,0,0.85,0.03,-0.04,0,420.0000000,14.5370000,-13.9950000,14.1560000,0.1370000,-0.1370000,13.9672000,0.0015010,-0.0015010
Kepler-479 b,Kepler-479,1,1,Transit,2016,0,12.49341307,0.00001360,-0.00001360,0,0.099400,,,0,5.14000,,,0,0.01620,,,0,0.86,0.03,-0.04,0,344.9010000,1.9660000,-1.9660000,13.7240000,0.0920000,-0.0920000,13.5440000,0.0002320,-0.0002320
Kepler-48 b,Kepler-48,1,5,Transit,2012,0,4.77800000,,,0,0.053918,,,0,3.94000,2.10000,-2.10000,0,0.01240,0.00661,-0.00661,0,0.88,0.06,-0.06,0,306.7380000,1.8250000,-1.8040000,13.1740000,0.1030000,-0.1030000,13.0772000,0.0002630,-0.0002630
Kepler-48 c,Kepler-48,1,5,Transit,2012,0,9.67395000,,,0,0.086293,,,0,14.61000,2.30000,-2.30000,0,0.04597,0.00724,-0.00724,0,0.88,0.06,-0.06,0,306.7380000,1.8250000,-1.8040000,13.1740000,0.1030000,-0.1030000,13.0772000,0.0002630,-0.0002630
Kepler-48 d,Kepler-48,1,5,Transit,2014,0,42.89610000,,,0,0.232907,,,0,7.93000,4.60000,-4.60000,0,0.02500,0.01450,-0.01450,0,0.88,0.06,-0.06,0,306.7380000,1.8250000,-1.8040000,13.1740000,0.1030000,-0.1030000,13.0772000,0.0002630,-0.0002630
Kepler-48 e,Kepler-48,1,5,Radial Velocity,2014,0,982.00000000,8.00000000,-8.00000000,0,1.898275,,,0,657.00000,25.00000,-25.00000,0,2.06700,0.07900,-0.07900,0,0.88,0.06,-0.06,0,306.7380000,1.8250000,-1.8040000,13.1740000,0.1030000,-0.1030000,13.0772000,0.0002630,-0.0002630
Kepler-48 f,Kepler-48,1,5,Radial Velocity,2023,0,5219.68185400,373.57649300,-373.57649300,0,5.719188,,,0,298.58100,92.71233,-92.71233,0,0.93944,0.29171,-0.29171,0,0.92,0.02,-0.02,0,306.7380000,1.8250000,-1.8040000,13.1740000,0.1030000,-0.1030000,13.0772000,0.0002630,-0.0002630
Kepler-480 b,Kepler-480,1,1,Transit,2016,0,4.91958380,0.00000490,-0.00000490,0,0.060500,,,0,8.15000,,,0,0.02560,,,0,1.25,0.05,-0.04,0,847.5080000,11.5770000,-11.2740000,13.2300000,0.0800000,-0.0800000,13.2113000,0.0002490,-0.0002490
Kepler-481 b,Kepler-481,1,1,Transit,2016,0,10.06082567,0.00001522,-0.00001522,0,0.089400,,,0,6.80000,,,0,0.02140,,,0,1.01,0.04,-0.04,0,813.7240000,11.7840000,-11.7840000,14.0540000,0.1490000,-0.1490000,13.8151000,0.0002390,-0.0002390
Kepler-482 b,Kepler-482,1,1,Transit,2016,0,56.35418576,0.00009371,-0.00009371,0,0.253700,,,0,6.17000,,,0,0.01940,,,0,0.75,0.04,-0.04,0,313.0680000,2.2585000,-2.2585000,14.0490000,0.1600000,-0.1600000,13.7621000,0.0004270,-0.0004270
Kepler-483 b,Kepler-483,1,1,Transit,2016,0,30.22910400,0.00007851,-0.00007851,0,0.207200,,,0,10.40000,,,0,0.03270,,,0,1.28,0.10,-0.07,0,860.3550000,10.1830000,-10.1830000,13.4520000,0.0800000,-0.0800000,13.3892000,0.0002230,-0.0002230
Kepler-484 b,Kepler-484,1,1,Transit,2016,0,10.04556931,0.00000720,-0.00000720,0,0.089600,,,0,5.82000,,,0,0.01830,,,0,0.96,0.02,-0.03,0,382.1360000,2.8190000,-2.7790000,13.0770000,0.1030000,-0.1030000,13.0002000,0.0006870,-0.0006870
Kepler-485 b,Kepler-485,1,1,Transit,2016,0,3.24325980,0.00000018,-0.00000018,0,0.043300,,,0,35500.00000,,,0,112.00000,,,0,1.07,0.08,-0.07,0,1140.9500000,26.3150000,-26.3150000,15.0690000,0.1030000,-0.1030000,14.8981000,0.0004000,-0.0004000
Kepler-487 b,Kepler-487,1,3,Transit,2016,0,15.35876840,0.00000221,-0.00000221,0,0.115700,,,0,,,,,,,,,0.91,0.04,-0.04,0,872.3430000,21.3350000,-20.3560000,14.8820000,0.1830000,-0.1830000,15.0647000,0.0004000,-0.0004000
